"ciudad","periodo","año","mes","orden","semestre","apertura","rubro","mediana","mediapodada","cantidad_precios","ponderadorImplicito","variacion","incidencia","variacion_anual","incidencia_anual"
"Tucuman","2013-6",2013,6,130,"2013-IS","Almacén-SinHarina","Almacén",165.99,166.71,2386,0.28,3.57,0.99,35.80,9.34
"Tucuman","2013-6",2013,6,200,"2013-IS","Verdulería","Verdulería",90.37,91.27,957,0.15,-7.40,-1.26,12.14,2.08
"Tucuman","2013-6",2013,6,300,"2013-IS","Carnicería","Carnicería",210.78,207.88,609,0.36,1.49,0.54,9.50,3.90
"Chaco","2013-7",2013,7,1,"2013-IIS","CBA","total",568.74,568.65,4641,1.00,2.45,2.45,28.23,28.23
"Chaco","2013-7",2013,7,100,"2013-IIS","Almacén","Almacén",280.62,280.59,3061,0.49,3.95,1.92,44.14,19.37
"Chaco","2013-7",2013,7,120,"2013-IIS","Almacén-ConHarina","Almacén",117.81,116.42,582,0.20,8.43,1.65,78.66,11.69
"Chaco","2013-7",2013,7,130,"2013-IIS","Almacén-SinHarina","Almacén",162.80,164.16,2479,0.28,0.93,0.27,26.46,7.68
"Chaco","2013-7",2013,7,200,"2013-IIS","Verdulería","Verdulería",95.31,94.84,979,0.16,3.65,0.60,15.47,2.88
"Chaco","2013-7",2013,7,300,"2013-IIS","Carnicería","Carnicería",192.80,193.21,601,0.33,-0.20,-0.06,15.93,5.97
"Conurbano","2013-7",2013,7,1,"2013-IIS","CBA","total",634.01,636.85,7164,1.00,4.85,4.85,28.17,28.17
"Conurbano","2013-7",2013,7,100,"2013-IIS","Almacén","Almacén",324.05,321.96,4666,0.51,8.29,4.10,48.14,21.28
"Conurbano","2013-7",2013,7,120,"2013-IIS","Almacén-ConHarina","Almacén",146.85,142.86,854,0.23,8.72,1.94,72.91,12.51
"Conurbano","2013-7",2013,7,130,"2013-IIS","Almacén-SinHarina","Almacén",177.19,179.10,3812,0.27,7.94,2.15,32.42,8.77
"Conurbano","2013-7",2013,7,200,"2013-IIS","Verdulería","Verdulería",104.61,110.49,1480,0.16,5.36,0.88,22.12,3.83
"Conurbano","2013-7",2013,7,300,"2013-IIS","Carnicería","Carnicería",205.34,204.39,1018,0.32,-0.38,-0.12,7.92,3.05
"Corrientes","2013-7",2013,7,1,"2013-IIS","CBA","total",535.40,548.88,3398,1.00,3.16,3.16,,
"Corrientes","2013-7",2013,7,100,"2013-IIS","Almacén","Almacén",286.67,291.56,2456,0.53,8.65,4.40,,
"Corrientes","2013-7",2013,7,120,"2013-IIS","Almacén-ConHarina","Almacén",114.51,116.79,458,0.21,10.10,2.02,,
"Corrientes","2013-7",2013,7,130,"2013-IIS","Almacén-SinHarina","Almacén",172.15,174.77,1998,0.32,7.71,2.37,,
"Corrientes","2013-7",2013,7,200,"2013-IIS","Verdulería","Verdulería",93.28,97.50,589,0.17,-2.13,-0.39,,
"Corrientes","2013-7",2013,7,300,"2013-IIS","Carnicería","Carnicería",155.44,159.80,353,0.29,-2.72,-0.84,,
"Mar del Plata","2013-7",2013,7,1,"2013-IIS","CBA","total",562.75,572.04,5091,1.00,-0.53,-0.53,,
"Mar del Plata","2013-7",2013,7,100,"2013-IIS","Almacén","Almacén",279.26,283.71,3582,0.49,1.33,0.65,,
"Mar del Plata","2013-7",2013,7,120,"2013-IIS","Almacén-ConHarina","Almacén",119.82,122.83,650,0.21,0.49,0.10,,
"Mar del Plata","2013-7",2013,7,130,"2013-IIS","Almacén-SinHarina","Almacén",159.44,160.87,2932,0.28,1.98,0.54,,
"Mar del Plata","2013-7",2013,7,200,"2013-IIS","Verdulería","Verdulería",91.86,96.85,1014,0.16,2.00,0.31,,
"Mar del Plata","2013-7",2013,7,300,"2013-IIS","Carnicería","Carnicería",191.62,191.47,495,0.34,-4.24,-1.50,,
"Salta","2013-7",2013,7,1,"2013-IIS","CBA","total",593.56,601.66,4690,1.00,4.45,4.45,,
"Salta","2013-7",2013,7,100,"2013-IIS","Almacén","Almacén",281.84,287.50,3843,0.47,6.92,3.21,,
"Salta","2013-7",2013,7,120,"2013-IIS","Almacén-ConHarina","Almacén",133.32,136.49,652,0.22,11.97,2.50,,
"Salta","2013-7",2013,7,130,"2013-IIS","Almacén-SinHarina","Almacén",148.52,151.01,3191,0.25,2.76,0.70,,
"Salta","2013-7",2013,7,200,"2013-IIS","Verdulería","Verdulería",87.93,92.54,535,0.14,5.15,0.75,,
"Salta","2013-7",2013,7,300,"2013-IIS","Carnicería","Carnicería",223.78,221.61,312,0.37,1.25,0.48,,
"Tucuman","2013-7",2013,7,1,"2013-IIS","CBA","total",593.78,593.88,4362,1.00,1.42,1.42,26.34,26.34
"Tucuman","2013-7",2013,7,100,"2013-IIS","Almacén","Almacén",289.49,290.74,2889,0.48,1.82,0.88,44.56,18.98
"Tucuman","2013-7",2013,7,120,"2013-IIS","Almacén-ConHarina","Almacén",120.52,121.00,528,0.20,1.87,0.37,62.58,9.87
"Tucuman","2013-7",2013,7,130,"2013-IIS","Almacén-SinHarina","Almacén",168.96,169.74,2361,0.28,1.79,0.50,33.96,9.11
"Tucuman","2013-7",2013,7,200,"2013-IIS","Verdulería","Verdulería",99.34,98.99,938,0.16,9.93,1.53,26.60,4.44
"Tucuman","2013-7",2013,7,300,"2013-IIS","Carnicería","Carnicería",204.94,204.14,535,0.34,-2.77,-0.99,7.16,2.91
"Chaco","2013-8",2013,8,1,"2013-IIS","CBA","total",583.17,585.43,4564,1.00,2.53,2.53,24.52,24.52
"Chaco","2013-8",2013,8,100,"2013-IIS","Almacén","Almacén",293.17,295.22,2976,0.50,4.47,2.20,43.89,19.09
"Chaco","2013-8",2013,8,120,"2013-IIS","Almacén-ConHarina","Almacén",122.15,124.97,566,0.20,3.68,0.76,78.97,11.51
"Chaco","2013-8",2013,8,130,"2013-IIS","Almacén-SinHarina","Almacén",171.02,170.25,2410,0.29,5.04,1.44,26.22,7.58
"Chaco","2013-8",2013,8,200,"2013-IIS","Verdulería","Verdulería",99.58,99.33,959,0.17,4.47,0.75,2.70,0.55
"Chaco","2013-8",2013,8,300,"2013-IIS","Carnicería","Carnicería",190.41,190.87,629,0.32,-1.23,-0.42,13.61,4.87
"Conurbano","2013-8",2013,8,1,"2013-IIS","CBA","total",634.61,633.62,7806,1.00,0.09,0.09,20.84,20.84
"Conurbano","2013-8",2013,8,100,"2013-IIS","Almacén","Almacén",322.52,318.26,5210,0.50,-0.47,-0.24,43.15,18.51
"Conurbano","2013-8",2013,8,120,"2013-IIS","Almacén-ConHarina","Almacén",146.53,142.82,953,0.23,-0.21,-0.05,65.63,11.05
"Conurbano","2013-8",2013,8,130,"2013-IIS","Almacén-SinHarina","Almacén",175.98,175.44,4257,0.27,-0.68,-0.19,28.61,7.45
"Conurbano","2013-8",2013,8,200,"2013-IIS","Verdulería","Verdulería",108.31,111.58,1619,0.17,3.53,0.58,0.07,0.01
"Conurbano","2013-8",2013,8,300,"2013-IIS","Carnicería","Carnicería",203.77,203.76,977,0.32,-0.76,-0.24,6.34,2.31
"Corrientes","2013-8",2013,8,1,"2013-IIS","CBA","total",560.70,566.77,3336,1.00,4.72,4.72,,
"Corrientes","2013-8",2013,8,100,"2013-IIS","Almacén","Almacén",299.06,302.36,2426,0.53,4.32,2.31,,
"Corrientes","2013-8",2013,8,120,"2013-IIS","Almacén-ConHarina","Almacén",116.16,116.61,470,0.20,1.43,0.30,,
"Corrientes","2013-8",2013,8,130,"2013-IIS","Almacén-SinHarina","Almacén",182.90,185.75,1956,0.32,6.24,2.00,,
"Corrientes","2013-8",2013,8,200,"2013-IIS","Verdulería","Verdulería",99.99,99.65,539,0.17,7.19,1.25,,
"Corrientes","2013-8",2013,8,300,"2013-IIS","Carnicería","Carnicería",161.64,164.75,371,0.28,3.99,1.15,,
"Mar del Plata","2013-8",2013,8,1,"2013-IIS","CBA","total",567.24,570.60,4887,1.00,0.79,0.79,,
"Mar del Plata","2013-8",2013,8,100,"2013-IIS","Almacén","Almacén",285.94,288.80,3400,0.50,2.38,1.18,,
"Mar del Plata","2013-8",2013,8,120,"2013-IIS","Almacén-ConHarina","Almacén",124.43,126.53,624,0.21,3.84,0.81,,
"Mar del Plata","2013-8",2013,8,130,"2013-IIS","Almacén-SinHarina","Almacén",161.50,162.26,2776,0.28,1.29,0.36,,
"Mar del Plata","2013-8",2013,8,200,"2013-IIS","Verdulería","Verdulería",97.90,98.85,1014,0.17,6.57,1.07,,
"Mar del Plata","2013-8",2013,8,300,"2013-IIS","Carnicería","Carnicería",183.39,182.94,473,0.32,-4.29,-1.46,,
"Salta","2013-8",2013,8,1,"2013-IIS","CBA","total",597.97,605.08,4168,1.00,0.74,0.74,,
"Salta","2013-8",2013,8,100,"2013-IIS","Almacén","Almacén",282.14,288.45,3022,0.47,0.10,0.04,,
"Salta","2013-8",2013,8,120,"2013-IIS","Almacén-ConHarina","Almacén",132.97,136.66,521,0.22,-0.26,-0.05,,
"Salta","2013-8",2013,8,130,"2013-IIS","Almacén-SinHarina","Almacén",149.16,151.79,2501,0.24,0.43,0.10,,
"Salta","2013-8",2013,8,200,"2013-IIS","Verdulería","Verdulería",97.94,98.57,786,0.16,11.38,1.68,,
"Salta","2013-8",2013,8,300,"2013-IIS","Carnicería","Carnicería",217.88,218.05,360,0.36,-2.63,-0.99,,
"Tucuman","2013-8",2013,8,1,"2013-IIS","CBA","total",610.25,610.57,4486,1.00,2.77,2.77,21.60,21.60
"Tucuman","2013-8",2013,8,100,"2013-IIS","Almacén","Almacén",308.38,307.37,2848,0.50,6.52,3.18,45.62,19.25
"Tucuman","2013-8",2013,8,120,"2013-IIS","Almacén-ConHarina","Almacén",123.72,122.46,530,0.20,2.65,0.53,52.07,8.44
"Tucuman","2013-8",2013,8,130,"2013-IIS","Almacén-SinHarina","Almacén",184.66,184.90,2318,0.30,9.29,2.64,41.61,10.81
"Tucuman","2013-8",2013,8,200,"2013-IIS","Verdulería","Verdulería",95.15,96.54,1040,0.15,-4.22,-0.70,-3.96,-0.78
"Tucuman","2013-8",2013,8,300,"2013-IIS","Carnicería","Carnicería",206.71,206.66,598,0.33,0.86,0.29,8.22,3.13
"Chaco","2013-9",2013,9,1,"2013-IIS","CBA","total",598.91,604.46,4817,1.00,2.69,2.69,26.26,26.26
"Chaco","2013-9",2013,9,100,"2013-IIS","Almacén","Almacén",294.93,297.37,3005,0.49,0.59,0.30,43.96,18.98
"Chaco","2013-9",2013,9,120,"2013-IIS","Almacén-ConHarina","Almacén",122.54,124.04,556,0.20,0.31,0.06,74.41,11.02
"Chaco","2013-9",2013,9,130,"2013-IIS","Almacén-SinHarina","Almacén",172.39,173.32,2449,0.28,0.79,0.23,28.07,7.96
"Chaco","2013-9",2013,9,200,"2013-IIS","Verdulería","Verdulería",108.04,109.43,1134,0.18,8.49,1.45,8.63,1.81
"Chaco","2013-9",2013,9,300,"2013-IIS","Carnicería","Carnicería",195.93,197.66,678,0.32,2.90,0.94,15.26,5.46
"Conurbano","2013-9",2013,9,1,"2013-IIS","CBA","total",643.62,642.30,6767,1.00,1.42,1.42,21.86,21.86
"Conurbano","2013-9",2013,9,100,"2013-IIS","Almacén","Almacén",323.98,321.72,4543,0.50,0.45,0.22,37.87,16.84
"Conurbano","2013-9",2013,9,120,"2013-IIS","Almacén-ConHarina","Almacén",148.01,145.09,830,0.22,1.01,0.23,56.18,10.08
"Conurbano","2013-9",2013,9,130,"2013-IIS","Almacén-SinHarina","Almacén",175.96,176.62,3713,0.27,-0.01,-3.77907573105987e-03,25.49,6.76
"Conurbano","2013-9",2013,9,200,"2013-IIS","Verdulería","Verdulería",111.95,114.29,1352,0.17,3.35,0.57,12.33,2.32
"Conurbano","2013-9",2013,9,300,"2013-IIS","Carnicería","Carnicería",207.69,206.28,872,0.32,1.92,0.61,7.33,2.68
"Corrientes","2013-9",2013,9,1,"2013-IIS","CBA","total",566.77,586.55,3002,1.00,1.08,1.08,,
"Corrientes","2013-9",2013,9,100,"2013-IIS","Almacén","Almacén",293.52,301.91,2073,0.51,-1.84,-0.98,,
"Corrientes","2013-9",2013,9,120,"2013-IIS","Almacén-ConHarina","Almacén",113.12,116.46,403,0.19,-2.61,-0.54,,
"Corrientes","2013-9",2013,9,130,"2013-IIS","Almacén-SinHarina","Almacén",180.40,185.44,1670,0.31,-1.36,-0.44,,
"Corrientes","2013-9",2013,9,200,"2013-IIS","Verdulería","Verdulería",109.25,113.32,588,0.19,9.25,1.65,,
"Corrientes","2013-9",2013,9,300,"2013-IIS","Carnicería","Carnicería",163.99,171.30,341,0.28,1.44,0.41,,
"Mar del Plata","2013-9",2013,9,1,"2013-IIS","CBA","total",582.18,582.53,4672,1.00,2.63,2.63,22.65,22.65
"Mar del Plata","2013-9",2013,9,100,"2013-IIS","Almacén","Almacén",285.59,290.14,3189,0.49,-0.12,-0.06,46.80,19.18
"Mar del Plata","2013-9",2013,9,120,"2013-IIS","Almacén-ConHarina","Almacén",122.38,124.22,585,0.21,-1.65,-0.36,67.73,10.41
"Mar del Plata","2013-9",2013,9,130,"2013-IIS","Almacén-SinHarina","Almacén",163.21,165.91,2604,0.28,1.05,0.30,34.23,8.77
"Mar del Plata","2013-9",2013,9,200,"2013-IIS","Verdulería","Verdulería",103.05,103.04,1011,0.17,5.25,0.90,9.22,1.83
"Mar del Plata","2013-9",2013,9,300,"2013-IIS","Carnicería","Carnicería",193.54,189.34,472,0.33,5.53,1.78,4.19,1.64
"Salta","2013-9",2013,9,1,"2013-IIS","CBA","total",630.26,635.73,4290,1.00,5.40,5.40,30.46,30.46
"Salta","2013-9",2013,9,100,"2013-IIS","Almacén","Almacén",296.08,298.30,3146,0.46,4.94,2.33,52.41,21.07
"Salta","2013-9",2013,9,120,"2013-IIS","Almacén-ConHarina","Almacén",138.69,138.14,548,0.22,4.30,0.95,74.34,12.24
"Salta","2013-9",2013,9,130,"2013-IIS","Almacén-SinHarina","Almacén",157.38,160.16,2598,0.24,5.51,1.37,37.21,8.83
"Salta","2013-9",2013,9,200,"2013-IIS","Verdulería","Verdulería",109.24,115.85,733,0.17,11.53,1.88,28.98,5.08
"Salta","2013-9",2013,9,300,"2013-IIS","Carnicería","Carnicería",224.93,221.57,411,0.35,3.23,1.17,10.19,4.30
"Tucuman","2013-9",2013,9,1,"2013-IIS","CBA","total",611.57,611.10,4508,1.00,0.21,0.21,23.78,23.78
"Tucuman","2013-9",2013,9,100,"2013-IIS","Almacén","Almacén",296.11,293.92,2946,0.48,-3.98,-2.01,45.72,18.80
"Tucuman","2013-9",2013,9,120,"2013-IIS","Almacén-ConHarina","Almacén",123.45,121.57,530,0.20,-0.21,-0.04,62.87,9.64
"Tucuman","2013-9",2013,9,130,"2013-IIS","Almacén-SinHarina","Almacén",172.66,172.34,2416,0.28,-6.50,-1.96,35.52,9.16
"Tucuman","2013-9",2013,9,200,"2013-IIS","Verdulería","Verdulería",105.64,107.88,1003,0.17,11.02,1.71,4.61,0.94
"Tucuman","2013-9",2013,9,300,"2013-IIS","Carnicería","Carnicería",209.80,209.29,559,0.34,1.49,0.50,10.50,4.03
"Chaco","2013-10",2013,10,1,"2013-IIS","CBA","total",630.54,634.35,4473,1.00,5.28,5.28,32.42,32.42
"Chaco","2013-10",2013,10,100,"2013-IIS","Almacén","Almacén",309.54,310.78,2866,0.49,4.95,2.43,48.21,21.14
"Chaco","2013-10",2013,10,120,"2013-IIS","Almacén-ConHarina","Almacén",133.91,132.56,555,0.21,9.28,1.89,87.28,13.10
"Chaco","2013-10",2013,10,130,"2013-IIS","Almacén-SinHarina","Almacén",175.62,178.22,2311,0.27,1.87,0.54,27.87,8.04
"Chaco","2013-10",2013,10,200,"2013-IIS","Verdulería","Verdulería",120.36,124.05,1011,0.19,11.39,2.05,27.34,5.42
"Chaco","2013-10",2013,10,300,"2013-IIS","Carnicería","Carnicería",200.64,199.50,596,0.31,2.40,0.78,16.10,5.84
"Conurbano","2013-10",2013,10,1,"2013-IIS","CBA","total",681.84,682.63,6923,1.00,5.93,5.93,28.54,28.54
"Conurbano","2013-10",2013,10,100,"2013-IIS","Almacén","Almacén",344.44,344.57,4617,0.50,6.31,3.17,46.02,20.46
"Conurbano","2013-10",2013,10,120,"2013-IIS","Almacén-ConHarina","Almacén",161.49,159.46,843,0.23,9.10,2.09,69.55,12.48
"Conurbano","2013-10",2013,10,130,"2013-IIS","Almacén-SinHarina","Almacén",182.94,185.11,3774,0.26,3.96,1.08,30.09,7.97
"Conurbano","2013-10",2013,10,200,"2013-IIS","Verdulería","Verdulería",126.02,128.70,1440,0.18,12.56,2.18,20.72,4.07
"Conurbano","2013-10",2013,10,300,"2013-IIS","Carnicería","Carnicería",211.37,209.35,866,0.31,1.77,0.57,11.14,3.99
"Corrientes","2013-10",2013,10,1,"2013-IIS","CBA","total",594.90,605.80,2681,1.00,4.96,4.96,,
"Corrientes","2013-10",2013,10,100,"2013-IIS","Almacén","Almacén",305.22,310.37,1872,0.51,3.98,2.06,,
"Corrientes","2013-10",2013,10,120,"2013-IIS","Almacén-ConHarina","Almacén",121.32,122.65,362,0.20,7.24,1.44,,
"Corrientes","2013-10",2013,10,130,"2013-IIS","Almacén-SinHarina","Almacén",183.90,187.72,1510,0.30,1.93,0.61,,
"Corrientes","2013-10",2013,10,200,"2013-IIS","Verdulería","Verdulería",116.51,119.11,496,0.19,6.65,1.28,,
"Corrientes","2013-10",2013,10,300,"2013-IIS","Carnicería","Carnicería",173.16,176.31,313,0.29,5.59,1.61,,
"Mar del Plata","2013-10",2013,10,1,"2013-IIS","CBA","total",606.27,611.25,3979,1.00,4.13,4.13,26.85,26.85
"Mar del Plata","2013-10",2013,10,100,"2013-IIS","Almacén","Almacén",295.52,300.92,2727,0.48,3.47,1.70,44.50,19.04
"Mar del Plata","2013-10",2013,10,120,"2013-IIS","Almacén-ConHarina","Almacén",127.51,132.85,493,0.21,4.19,0.88,66.60,10.66
"Mar del Plata","2013-10",2013,10,130,"2013-IIS","Almacén-SinHarina","Almacén",168.00,168.07,2234,0.27,2.93,0.82,31.27,8.37
"Mar del Plata","2013-10",2013,10,200,"2013-IIS","Verdulería","Verdulería",118.37,119.92,862,0.19,14.86,2.63,24.34,4.84
"Mar del Plata","2013-10",2013,10,300,"2013-IIS","Carnicería","Carnicería",192.37,190.39,390,0.31,-0.60,-0.20,7.93,2.95
"Salta","2013-10",2013,10,1,"2013-IIS","CBA","total",671.77,673.52,4356,1.00,6.58,6.58,36.93,36.93
"Salta","2013-10",2013,10,100,"2013-IIS","Almacén","Almacén",321.28,319.29,3391,0.47,8.51,3.99,63.42,25.41
"Salta","2013-10",2013,10,120,"2013-IIS","Almacén-ConHarina","Almacén",160.05,156.06,577,0.23,15.40,3.38,101.70,16.45
"Salta","2013-10",2013,10,130,"2013-IIS","Almacén-SinHarina","Almacén",161.23,163.23,2814,0.24,2.44,0.60,37.51,8.96
"Salta","2013-10",2013,10,200,"2013-IIS","Verdulería","Verdulería",120.14,123.87,596,0.17,9.97,1.72,34.32,6.25
"Salta","2013-10",2013,10,300,"2013-IIS","Carnicería","Carnicería",230.34,230.35,369,0.34,2.40,0.85,12.60,5.25
"Tucuman","2013-10",2013,10,1,"2013-IIS","CBA","total",648.80,650.85,4191,1.00,6.08,6.08,30.16,30.16
"Tucuman","2013-10",2013,10,100,"2013-IIS","Almacén","Almacén",315.31,314.52,2716,0.48,6.48,3.13,49.60,20.97
"Tucuman","2013-10",2013,10,120,"2013-IIS","Almacén-ConHarina","Almacén",138.81,137.44,491,0.21,12.44,2.51,79.34,12.32
"Tucuman","2013-10",2013,10,130,"2013-IIS","Almacén-SinHarina","Almacén",176.50,177.07,2225,0.27,2.22,0.62,32.34,8.65
"Tucuman","2013-10",2013,10,200,"2013-IIS","Verdulería","Verdulería",120.12,124.37,933,0.18,13.70,2.36,24.91,4.80
"Tucuman","2013-10",2013,10,300,"2013-IIS","Carnicería","Carnicería",213.36,211.96,542,0.32,1.69,0.58,11.41,4.38
"Chaco","2013-11",2013,11,1,"2013-IIS","CBA","total",654.97,665.20,4612,1.00,3.87,3.87,32.11,32.11
"Chaco","2013-11",2013,11,100,"2013-IIS","Almacén","Almacén",327.69,331.96,3027,0.50,5.86,2.87,55.61,23.62
"Chaco","2013-11",2013,11,120,"2013-IIS","Almacén-ConHarina","Almacén",142.59,147.66,590,0.21,6.48,1.37,100.47,14.41
"Chaco","2013-11",2013,11,130,"2013-IIS","Almacén-SinHarina","Almacén",185.10,184.29,2437,0.28,5.39,1.50,32.72,9.20
"Chaco","2013-11",2013,11,200,"2013-IIS","Verdulería","Verdulería",120.36,121.01,972,0.18,1.36951921101058e-03,2.61420337776527e-04,10.38,2.28
"Chaco","2013-11",2013,11,300,"2013-IIS","Carnicería","Carnicería",206.91,212.22,613,0.31,3.12,0.99,17.46,6.20
"Conurbano","2013-11",2013,11,1,"2013-IIS","CBA","total",712.84,713.16,6286,1.00,4.54,4.54,31.54,31.54
"Conurbano","2013-11",2013,11,100,"2013-IIS","Almacén","Almacén",363.20,360.90,4159,0.50,5.44,2.75,56.04,24.07
"Conurbano","2013-11",2013,11,120,"2013-IIS","Almacén-ConHarina","Almacén",178.03,171.31,755,0.24,10.24,2.42,105.53,16.86
"Conurbano","2013-11",2013,11,130,"2013-IIS","Almacén-SinHarina","Almacén",185.16,189.58,3404,0.25,1.21,0.32,26.70,7.20
"Conurbano","2013-11",2013,11,200,"2013-IIS","Verdulería","Verdulería",126.34,128.31,1336,0.17,0.25,0.04,8.59,1.84
"Conurbano","2013-11",2013,11,300,"2013-IIS","Carnicería","Carnicería",223.29,223.94,791,0.31,5.63,1.74,15.81,5.62
"Corrientes","2013-11",2013,11,1,"2013-IIS","CBA","total",651.83,663.58,2737,1.00,9.56,9.56,,
"Corrientes","2013-11",2013,11,100,"2013-IIS","Almacén","Almacén",327.04,332.13,1971,0.50,7.14,3.66,,
"Corrientes","2013-11",2013,11,120,"2013-IIS","Almacén-ConHarina","Almacén",132.69,134.26,392,0.20,9.37,1.91,,
"Corrientes","2013-11",2013,11,130,"2013-IIS","Almacén-SinHarina","Almacén",194.34,197.86,1579,0.29,5.68,1.75,,
"Corrientes","2013-11",2013,11,200,"2013-IIS","Verdulería","Verdulería",126.89,129.63,473,0.19,8.90,1.74,,
"Corrientes","2013-11",2013,11,300,"2013-IIS","Carnicería","Carnicería",197.89,201.82,293,0.30,14.27,4.15,,
"Mar del Plata","2013-11",2013,11,1,"2013-IIS","CBA","total",644.44,646.27,4601,1.00,6.29,6.29,29.11,29.11
"Mar del Plata","2013-11",2013,11,100,"2013-IIS","Almacén","Almacén",322.43,325.38,3204,0.50,9.10,4.43,52.32,22.19
"Mar del Plata","2013-11",2013,11,120,"2013-IIS","Almacén-ConHarina","Almacén",151.08,152.04,582,0.23,18.48,3.88,89.51,14.29
"Mar del Plata","2013-11",2013,11,130,"2013-IIS","Almacén-SinHarina","Almacén",171.34,173.33,2622,0.26,1.98,0.55,29.85,7.89
"Mar del Plata","2013-11",2013,11,200,"2013-IIS","Verdulería","Verdulería",114.78,116.41,949,0.17,-3.03,-0.59,7.77,1.65
"Mar del Plata","2013-11",2013,11,300,"2013-IIS","Carnicería","Carnicería",207.22,204.48,448,0.32,7.72,2.44,14.53,5.26
"Salta","2013-11",2013,11,1,"2013-IIS","CBA","total",708.70,714.82,4079,1.00,5.49,5.49,40.84,40.84
"Salta","2013-11",2013,11,100,"2013-IIS","Almacén","Almacén",338.29,342.99,3113,0.47,5.29,2.53,68.45,27.32
"Salta","2013-11",2013,11,120,"2013-IIS","Almacén-ConHarina","Almacén",174.55,177.36,520,0.24,9.05,2.15,118.98,18.84
"Salta","2013-11",2013,11,130,"2013-IIS","Almacén-SinHarina","Almacén",163.74,165.62,2593,0.23,1.56,0.37,35.20,8.47
"Salta","2013-11",2013,11,200,"2013-IIS","Verdulería","Verdulería",126.46,129.17,573,0.17,5.25,0.94,35.84,6.63
"Salta","2013-11",2013,11,300,"2013-IIS","Carnicería","Carnicería",243.94,242.65,393,0.34,5.90,2.02,16.57,6.89
"Tucuman","2013-11",2013,11,1,"2013-IIS","CBA","total",674.59,679.19,4524,1.00,3.97,3.97,35.75,35.75
"Tucuman","2013-11",2013,11,100,"2013-IIS","Almacén","Almacén",324.72,327.40,2991,0.48,2.98,1.45,49.43,21.61
"Tucuman","2013-11",2013,11,120,"2013-IIS","Almacén-ConHarina","Almacén",142.12,144.20,542,0.21,2.38,0.51,76.22,12.37
"Tucuman","2013-11",2013,11,130,"2013-IIS","Almacén-SinHarina","Almacén",182.60,183.20,2449,0.27,3.45,0.94,33.62,9.24
"Tucuman","2013-11",2013,11,200,"2013-IIS","Verdulería","Verdulería",121.40,123.40,948,0.17,1.06,0.19,32.54,5.99
"Tucuman","2013-11",2013,11,300,"2013-IIS","Carnicería","Carnicería",228.46,228.37,585,0.33,7.07,2.32,21.52,8.14
"Chaco","2013-12",2013,12,1,"2013-IIS","CBA","total",696.42,706.15,3142,1.00,6.32,6.32,34.35,34.35
"Chaco","2013-12",2013,12,100,"2013-IIS","Almacén","Almacén",339.58,344.62,2074,0.48,3.62,1.81,58.26,24.12
"Chaco","2013-12",2013,12,120,"2013-IIS","Almacén-ConHarina","Almacén",148.09,151.20,415,0.21,3.85,0.83,104.15,14.57
"Chaco","2013-12",2013,12,130,"2013-IIS","Almacén-SinHarina","Almacén",191.48,193.42,1659,0.27,3.45,0.97,34.83,9.54
"Chaco","2013-12",2013,12,200,"2013-IIS","Verdulería","Verdulería",133.86,133.58,635,0.19,11.21,2.06,6.19,1.50
"Chaco","2013-12",2013,12,300,"2013-IIS","Carnicería","Carnicería",222.97,227.94,433,0.32,7.76,2.45,25.46,8.73
"Conurbano","2013-12",2013,12,1,"2013-IIS","CBA","total",739.09,734.68,6483,1.00,3.68,3.68,34.69,34.69
"Conurbano","2013-12",2013,12,100,"2013-IIS","Almacén","Almacén",366.99,364.43,4293,0.49,1.04,0.53,52.52,23.03
"Conurbano","2013-12",2013,12,120,"2013-IIS","Almacén-ConHarina","Almacén",176.40,170.37,800,0.23,-0.91,-0.22,83.32,14.61
"Conurbano","2013-12",2013,12,130,"2013-IIS","Almacén-SinHarina","Almacén",190.58,194.05,3493,0.25,2.92,0.76,32.00,8.42
"Conurbano","2013-12",2013,12,200,"2013-IIS","Verdulería","Verdulería",131.88,132.20,1321,0.17,4.38,0.77,18.38,3.73
"Conurbano","2013-12",2013,12,300,"2013-IIS","Carnicería","Carnicería",240.21,238.05,869,0.32,7.58,2.37,22.11,7.92
"Corrientes","2013-12",2013,12,1,"2013-IIS","CBA","total",672.67,676.01,3038,1.00,3.19,3.19,,
"Corrientes","2013-12",2013,12,100,"2013-IIS","Almacén","Almacén",328.27,331.11,2153,0.48,0.37,0.18,,
"Corrientes","2013-12",2013,12,120,"2013-IIS","Almacén-ConHarina","Almacén",134.49,136.84,421,0.19,1.35,0.27,,
"Corrientes","2013-12",2013,12,130,"2013-IIS","Almacén-SinHarina","Almacén",193.78,194.27,1732,0.28,-0.28,-0.08,,
"Corrientes","2013-12",2013,12,200,"2013-IIS","Verdulería","Verdulería",128.07,129.62,550,0.19,0.93,0.18,,
"Corrientes","2013-12",2013,12,300,"2013-IIS","Carnicería","Carnicería",216.31,215.27,335,0.32,9.30,2.82,,
"Mar del Plata","2013-12",2013,12,1,"2013-IIS","CBA","total",667.09,670.62,4744,1.00,3.51,3.51,32.53,32.53
"Mar del Plata","2013-12",2013,12,100,"2013-IIS","Almacén","Almacén",331.72,332.88,3345,0.49,2.88,1.44,56.53,23.80
"Mar del Plata","2013-12",2013,12,120,"2013-IIS","Almacén-ConHarina","Almacén",152.23,151.61,614,0.22,0.76,0.17,96.16,14.82
